model_name,term,coefficient,standard_error,z_value,p_value,ci_lower,ci_upper,odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper,stars,direction,N,pseudo_R2_McFadden,log_likelihood
H2 Headline Binary Logit,C(region)[T.4],-0.4662090889334387,0.10567332177743144,-4.411795532607234,1.02516902859005e-05,-0.6733249937439165,-0.2590931841229609,0.6273760929343771,0.5100099754526802,0.771751104743094,***,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.5],-1.041261979660388,0.1436210570049511,-7.250064867747716,4.1657207567969497e-13,-1.322754078811666,-0.7597698805091098,0.3530089106755866,0.26640060246541,0.4677740585535823,***,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.6],0.0008302629020693822,0.1621509279217442,0.005120309286605354,0.9959146021252221,-0.3169797158842995,0.3186402416884383,1.000830607665721,0.728345528820842,1.3752564759506118,,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.7],-0.49632357776564806,0.17010334255300008,-2.9177767486315305,0.003525366554919305,-0.8297200028194078,-0.1629271527118883,0.6087646265021994,0.4361713959866881,0.849653081082999,**,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.8],1.7727034973304188,0.7453334359796766,2.3784032914078956,0.017387797253734936,0.3118768063367625,3.233530188324075,5.88674667185338,1.365986401794716,25.36905662680579,*,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.9],-0.37475440878796007,0.06279880053280835,-5.9675408703415425,2.4085596945723156e-09,-0.49783779610457923,-0.2516710214713409,0.6874580917266108,0.607843521493702,0.7775004769632802,***,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.10],-0.43290090058890085,0.15482823983814936,-2.796007375924679,0.005173821962529373,-0.7363586744614032,-0.12944312671639852,0.6486247669525381,0.47885440953595726,0.8785845549839151,**,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.11],0.12272141684286789,0.14839605359290006,0.8269857174203145,0.4082451568377162,-0.16812950364709192,0.4135723373328277,1.13056941947424,0.8452443653684748,1.5122102726980127,,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.12],0.2846596012759346,0.13102599686038802,2.1725429158859795,0.029814736266433363,0.027853366391115908,0.5414658361607533,1.3293094558556715,1.0282448981062984,1.718524091567751,*,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.13],-1.2097095280047683,0.1398295548236721,-8.651315020849752,5.090935816405622e-18,-1.4837704194334345,-0.935648636576102,0.29828390996987986,0.22678101484390661,0.3923313025482301,***,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.14],-1.258321139558188,0.12152598795016051,-10.354337872770413,3.999441982284677e-25,-1.496507699126151,-1.0201345799902248,0.2841306419975262,0.22391076005320273,0.3605464145749152,***,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.15],-0.39444303967045075,0.12318618927193968,-3.2020069944667093,0.0013647368430345884,-0.6358835340361869,-0.15300254530471458,0.6740553568143338,0.5294674790581568,0.8581275376125469,**,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.16],-0.5070692641525829,0.10917921113780844,-4.64437559923884,3.4110650684964216e-06,-0.7210565858431818,-0.29308194246198405,0.6022580541446021,0.4862382320202167,0.7459610123108575,***,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(region)[T.17],0.1390962799744584,0.21754570170197504,0.6393887761800608,0.5225700486912074,-0.28728546035290664,0.5654780203018235,1.1492347429688685,0.7502975180698888,1.760289035533897,,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,C(firm_type)[T.2],0.1069375882559402,0.07786221803589378,1.3734207803667104,0.16962157327170158,-0.045669554850816654,0.25954473136269707,1.1128647964789997,0.9553576033225554,1.2963397694591896,,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,ai_use_sum,-0.10559772971919268,0.027119535264246295,-3.8937883223393595,9.869077617500692e-05,-0.15875104211457935,-0.052444417323806,0.899786532664498,0.8532087455754952,0.9489070623840223,***,-,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,it_org_any,0.06934803754545374,0.06058525242985021,1.1446356128622173,0.2523601334856972,-0.04939687521132047,0.18809295030222795,1.0718091740758227,0.9518033075905141,1.2069456961031326,,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,it_invest_sum,0.28785942179318585,0.021480747501345324,13.400810273253173,5.98066205190505e-41,0.24575793032955026,0.3299609132568214,1.3335698200916388,1.2785900282107123,1.3909137611123017,***,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,ai_use_sum:it_org_any,0.12250478168462225,0.035735684431911205,3.4280799047807826,0.0006078665162133816,0.05246412723518759,0.19254543613405692,1.130324524916488,1.0538647563578947,1.212331586116537,***,+,12203,0.09517086023534171,-6245.851579460513
H2 Headline Binary Logit,firm_size,0.12622408159684476,0.030275564448871774,4.169173519787127,3.0570618480076344e-05,0.06688506566543483,0.18556309752825467,1.1345363685223004,1.069172586472736,1.2038961602506373,***,+,12203,0.09517086023534171,-6245.851579460513
Integrated Binary Logit,Intercept,0.32129105176729594,0.1431423772108902,2.244555791426749,0.02479666350068309,0.040737147772504145,0.6018449557620877,1.378906855772349,1.0415782883871172,1.8254836319987782,*,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.2],-0.19289136002577448,0.11907138601763267,-1.6199640104736008,0.10524000812142825,-0.4262669882096007,0.04048426815805173,0.8245715507052379,0.6529419910337098,1.0413149277717968,,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.3],-0.35287807600783705,0.17840067907037194,-1.9780085919327737,0.04792773739467405,-0.7025369818032546,-0.0032191702124194643,0.7026628596157395,0.495327072641553,0.9967860057604067,*,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.4],-0.4087689073457395,0.12516288327166672,-3.2658955807090537,0.0010911847832886005,-0.6540836507593971,-0.16345416393208193,0.6644677682012508,0.5199182710799599,0.8492054223469456,**,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.5],-0.471413024531722,0.1309964632214338,-3.5986698643524053,0.0003198489086126861,-0.7281613745478581,-0.21466467451558596,0.6241197484031946,0.4827958552816145,0.8068119394265656,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.6],0.980707790701774,0.16984143621275627,5.774255167468468,7.729422838020808e-09,0.6478246926422149,1.3135908887613332,2.6663427868434546,1.9113784678032324,3.7195060929628507,***,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.7],-0.40441310252822754,0.1558634758584524,-2.5946624140186363,0.009468386693210453,-0.7098999017160224,-0.09892630334043268,0.6673683727546021,0.49169341266459615,0.9058094606952516,**,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.8],0.5277103665678645,0.16862697657143588,3.1294540013549326,0.001751314899591392,0.1972075656659707,0.8582131674697584,1.6950468262683913,1.2179968287928555,2.3589418915730103,**,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.9],-0.42848169138549475,0.1669174864145021,-2.56702698195117,0.010257463046878763,-0.7556339531478726,-0.10132942962311686,0.6514975184619063,0.4697127444496732,0.9036352996112904,*,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.10],-0.508010355386127,0.1665960210146839,-3.0493546742112803,0.0022933355793429786,-0.8345325565425855,-0.18148815422966857,0.6016915409816121,0.4340773406295842,0.8340281249505815,**,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.11],0.7718899145126805,0.16398593340580706,4.707049552857236,2.513278311783866e-06,0.45048339106611496,1.093296437959246,2.163851886904523,1.569070476850383,2.9840947602678884,***,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.12],-0.7722703271080448,0.1327863135926888,-5.815887994879661,6.031284248836729e-09,-1.0325267193895562,-0.5120139348265333,0.4619630695621819,0.3561060428221522,0.5992874368208778,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.13],-0.11760399480538014,0.20398261944528384,-0.576539291068993,0.5642507201633633,-0.5174025823902761,0.28219459277951586,0.8890480505597983,0.5960667733380235,1.3260367320557658,,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.14],0.6177005220150596,0.16601456064304895,3.7207611165094683,0.00019862325459525909,0.292317962245443,0.9430830817846763,1.8546583886066932,1.3395288695404874,2.567886229737737,***,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.15],1.1199941167872844,0.21484552178603034,5.213020534366607,1.8579032129319931e-07,0.6989046318469494,1.5410836017276195,3.0648361721568222,2.0115481145274723,4.669647568617776,***,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(industry)[T.16],-0.3037840699978674,0.17641252873608096,-1.7220096110766516,0.08506777746830166,-0.6495462727422234,0.04197813274648865,0.7380202099519596,0.5222826969042386,1.0428716737621528,†,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.2],-0.28659799020581894,0.11080644456631934,-2.586474020780314,0.009696347959476896,-0.5037746308107388,-0.06942134960089907,0.7508135025566395,0.6042455458405984,0.9329335060917106,**,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.3],-0.503511840932608,0.13219246128725348,-3.8089300708190885,0.0001395694199351526,-0.7626043040833301,-0.24441937778188588,0.6044043563199303,0.46645006599887195,0.7831591258460507,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.4],-0.453146635745233,0.10637406161959446,-4.259935447099275,2.044859529138512e-05,-0.6616359654088826,-0.2446573060815834,0.6356249214584168,0.5160064748559364,0.782972812292358,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.5],-1.0304388290151456,0.14247779059405713,-7.232276867284087,4.749626278950279e-13,-1.3096901671763372,-0.751187490853954,0.3568503299257897,0.26990366844684915,0.47180595469832176,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.6],0.053032603728823006,0.16260690648281548,0.3261399215809297,0.7443184938055394,-0.26567107661496797,0.371736284072614,1.0544640240180054,0.7666912687185559,1.4502504767096926,,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.7],-0.4898951621826403,0.17036739356678318,-2.8755218467940216,0.004033602309838022,-0.8238091177134963,-0.15598120665178433,0.6126906239652355,0.4387571896307642,0.8555752693438906,**,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.8],1.811168190825366,0.7427794112546806,2.438366173566921,0.014753820471925154,0.35534729630832684,3.2669890853424053,6.117589771855389,1.4266760475768712,26.232237290500365,*,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.9],-0.36764396229195345,0.06300617749994274,-5.8350462903782345,5.3775635337836345e-09,-0.4911338009953791,-0.24415412358852778,0.6923636453763782,0.6119321913871723,0.783366889642139,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.10],-0.4311954195944583,0.15614602580638315,-2.7614882759112227,0.005753858239273631,-0.7372360065040311,-0.12515483268488548,0.6497319280178143,0.4784344794547111,0.8823602737973391,**,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.11],0.1915008631969331,0.14939979514095014,1.281801377413289,0.19991233090264726,-0.10131735457699137,0.4843190809708576,1.2110658785278936,0.9036462111150921,1.6230694536135628,,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.12],0.3044190056768654,0.13185385520262471,2.3087607503705785,0.020956861145718916,0.04599019825696177,0.5628478130967691,1.3558370405038904,1.0470641478529172,1.7556651941257913,*,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.13],-1.1884913618639663,0.13871737696455622,-8.567717959139602,1.0555594183473099e-17,-1.4603724247443626,-0.91661029898357,0.3046805702437602,0.23214980029811944,0.399872193578686,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.14],-1.2430826606900707,0.12114784870415393,-10.260872759909336,1.0574662545517561e-24,-1.4805280809547199,-1.0056372404254215,0.28849351815403484,0.22751750899101789,0.36581145067027876,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.15],-0.398938738454778,0.12325124268400207,-3.23679282875547,0.0012088113398762612,-0.6405067351652279,-0.1573707417443281,0.6710318085397724,0.5270252941172073,0.8543872430760738,**,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.16],-0.5036059433627276,0.10885237479457972,-4.626503962941602,3.7188975499224663e-06,-0.7169526775917594,-0.29025920913369574,0.6043474830772229,0.48823780934729094,0.748069635962946,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(region)[T.17],0.18461989512202365,0.21713568351674267,0.8502512904922335,0.3951853912488579,-0.24095822432927944,0.6101980145733268,1.2027611778386504,0.7858744561351056,1.840795867103633,,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,C(firm_type)[T.2],0.09627026415239291,0.07797801676371262,1.234582105930048,0.2169860720187482,-0.056563840290344405,0.24910436859513024,1.1010565999142337,0.9450061531021892,1.2828759180402889,,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,ai_use_sum,-0.13892057721827453,0.03358134311932892,-4.136838027133998,3.521244817025967e-05,-0.20473880028464117,-0.07310235415190788,0.8702971471337696,0.8148601298507739,0.9295056863904787,***,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,it_org_any,0.07964968478896947,0.06179079194587543,1.289021912176449,0.1973904688634216,-0.04145804200115402,0.20075741157909296,1.0829076422003772,0.959389588564244,1.2223282131828692,,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,dmi,0.03355032562897453,0.009324203232776041,3.5981975930168337,0.00032043014356694904,0.01527522310820155,0.05182542814974751,1.0341194851302833,1.0153924856383358,1.0531918688110362,***,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,it_invest_sum,0.2536758558955255,0.023459271692272753,10.813458287329686,2.972484406000573e-27,0.20769652827513088,0.2996551835159201,1.2887539945467332,1.230839587853231,1.349393434246779,***,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,ai_use_sum:it_org_any,0.11548604594717617,0.03879543066520261,2.9767950494943434,0.002912786571564386,0.03944839907865827,0.19152369281569406,1.1224188521470493,1.040236820321696,1.2110935270157959,**,+,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,ai_use_sum:dmi,-0.0005091923661797806,0.00314997147712891,-0.16164983393560498,0.8715816115478865,-0.006683023013680878,0.005664638281321317,0.9994909372502523,0.9933392587205412,1.0056807126823064,,-,12203,0.09643875775973465,-6237.09954064202
Integrated Binary Logit,firm_size,0.11101448871457444,0.03060367065635534,3.6274893283600442,0.0002861905998562896,0.05103239643339269,0.17099658099575618,1.1174110965876145,1.0523569853439514,1.1864866924117403,***,+,12203,0.09643875775973465,-6237.09954064202
