it_org_any_raw,it_org_internal_raw,it_org_mixed_raw,it_org_outsource_raw,it_invest_share_raw,it_invest_share_cat_raw,ai_use_raw,proc_improve_raw,decision_improve_raw,innov_outcome_raw,firm_size_raw,industry_raw,industry_size_raw,weight_raw,year
2, , , ,1,1,2,3,4,3,1,1,11,4.930254637,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.930254637,2022
2, , , ,3,2,3,5,5,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,4,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,4,5,1,1,11,4.930254637,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,5,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,3,4,3,1,1,11,4.930254637,2022
2, , , ,5,3,2,5,4,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,4,3,1,1,11,6.473920031,2022
2, , , ,1,1,2,3,4,3,1,1,11,4.930254637,2022
2, , , ,1,1,3,5,4,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,4,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,3,5,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,4,4,1,1,11,4.930254637,2022
2, , , ,1,1,2,5,4,3,1,1,11,4.930254637,2022
2, , , ,5,3,2,5,4,4,1,1,11,6.832724555,2022
1,0,0,1,1,1,2,5,5,5,1,1,11,5.203504485,2022
2, , , ,1,1,2,4,3,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,4,4,4,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,5,4,1,1,11,5.203504485,2022
2, , , ,1,1,2,4,3,4,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,4,4,1,1,11,6.832724555,2022
2, , , ,1,1,3,5,5,4,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,4,4,1,1,11,5.203504485,2022
2, , , ,1,1,2,3,3,2,1,1,11,6.832724555,2022
2, , , ,1,1,2,5,4,4,1,1,11,6.832724555,2022
2, , , ,1,1,2,4,3,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,4,4,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,4,4,1,1,11,6.832724555,2022
2, , , ,1,1,2,4,3,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,3,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,4,5,4,1,1,11,5.203504485,2022
1,0,1,0,1,1,2,5,4,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,4,4,1,1,11,5.203504485,2022
2, , , ,1,1,2,3,3,2,1,1,11,5.203504485,2022
2, , , ,1,1,2,4,4,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,4,4,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,5,4,3,1,1,11,5.203504485,2022
2, , , ,1,1,2,3,4,3,1,1,11,5.203504485,2022
1,0,1,0,5,3,2,4,3,3,1,1,11,4.995555697,2022
1,0,1,0,10,4,3,4,3,3,1,1,11,4.995555697,2022
2, , , ,5,3,2,4,2,3,1,1,11,6.559666888,2022
2, , , ,10,4,3,4,2,2,1,1,11,6.559666888,2022
1,0,1,0,5,3,2,4,2,2,1,1,11,4.995555697,2022
2, , , ,5,3,3,4,3,3,1,1,11,6.559666888,2022
1,0,0,1,10,4,2,4,3,4,1,1,11,4.995555697,2022
2, , , ,5,3,3,4,3,4,1,1,11,4.995555697,2022
2, , , ,5,3,2,4,4,3,1,1,11,6.559666888,2022
1,0,0,1,10,4,2,4,4,4,1,1,11,4.995555697,2022
2, , , ,5,3,3,4,3,4,1,1,11,4.995555697,2022
2, , , ,5,3,3,4,4,4,1,1,11,4.995555697,2022
2, , , ,5,3,3,4,3,4,1,1,11,6.559666888,2022
2, , , ,5,3,3,4,4,3,1,1,11,4.995555697,2022
1,0,1,0,5,3,1,4,4,5,1,1,11,4.995555697,2022
2, , , ,1,1,3,2,3,3,1,1,11,6.347494687,2022
2, , , ,2,2,2,4,4,4,1,1,11,6.347494687,2022
2, , , ,1,1,2,4,4,3,1,1,11,4.833974618,2022
2, , , ,1,1,3,4,3,3,1,1,11,6.347494687,2022
2, , , ,1,1,2,4,4,4,1,1,11,6.347494687,2022
2, , , ,1,1,3,4,4,4,1,1,11,4.833974618,2022
2, , , ,2,2,2,4,4,4,1,1,11,4.833974618,2022
2, , , ,3,2,2,4,4,5,1,1,11,6.347494687,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.833974618,2022
2, , , ,1,1,2,3,4,4,1,1,11,4.833974618,2022
1,0,1,0,1,1,3,4,4,4,1,1,11,4.833974618,2022
2, , , ,1,1,3,4,4,4,1,1,11,6.347494687,2022
2, , , ,3,2,2,4,5,5,1,1,11,6.347494687,2022
2, , , ,1,1,3,3,3,3,1,1,11,6.347494687,2022
2, , , ,1,1,3,4,4,4,1,1,11,6.347494687,2022
2, , , ,1,1,3,3,2,3,1,1,11,6.347494687,2022
2, , , ,1,1,3,4,4,4,1,1,11,4.833974618,2022
2, , , ,1,1,2,3,3,4,1,1,11,4.833974618,2022
2, , , ,1,1,2,3,4,4,1,1,11,4.833974618,2022
1,0,1,0,2,2,3,3,3,4,1,1,11,4.833974618,2022
2, , , ,1,1,3,3,4,4,1,1,11,4.833974618,2022
2, , , ,2,2,2,4,4,4,1,1,11,4.833974618,2022
1,0,1,0,1,1,2,3,5,4,1,1,11,4.833974618,2022
1,0,1,0,1,1,2,3,4,4,1,1,11,4.833974618,2022
1,0,1,0,3,2,1,4,4,5,1,1,11,4.833974618,2022
1,0,1,0,1,1,2,3,4,4,1,1,11,4.833974618,2022
2, , , ,1,1,3,3,3,3,1,1,11,6.347494687,2022
2, , , ,2,2,2,4,4,3,1,1,11,4.833974618,2022
2, , , ,1,1,3,4,5,5,1,1,11,4.833974618,2022
2, , , ,1,1,3,3,3,3,1,1,11,6.347494687,2022
2, , , ,1,1,2,4,4,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,3,1,1,11,6.256384908,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,3,4,1,1,11,6.256384908,2022
2, , , ,1,1,2,4,3,4,1,1,11,4.764589392,2022
2, , , ,1,1,2,3,3,2,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,3,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,3,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,3,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,3,1,1,11,6.256384908,2022
2, , , ,1,1,3,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,2,1,1,11,4.764589392,2022
2, , , ,1,1,2,3,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,5,4,1,1,11,6.256384908,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.764589392,2022
2, , , ,1,1,2,3,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,3,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,4,1,1,11,6.256384908,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,4,4,1,1,11,4.764589392,2022
2, , , ,1,1,2,4,3,4,1,1,11,6.256384908,2022
2, , , ,1,1,2,4,4,3,1,1,11,4.764589392,2022
2, , , ,1,1,2,5,4,3,1,1,11,4.764589392,2022
1,0,1,0,1,1,2,4,4,4,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,3,4,1,1,11,4.786231672,2022
2, , , ,1,1,2,4,4,4,1,1,11,6.284803397,2022
2, , , ,2,2,3,4,3,3,1,1,11,6.284803397,2022
2, , , ,1,1,3,3,3,3,1,1,11,6.284803397,2022
2, , , ,1,1,3,3,4,4,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,3,4,1,1,11,6.284803397,2022
1,0,1,0,1,1,3,5,4,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,3,3,1,1,11,4.786231672,2022
2, , , ,1,1,3,3,4,3,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,3,4,1,1,11,6.284803397,2022
2, , , ,1,1,3,3,2,3,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,4,4,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,3,2,1,1,11,4.786231672,2022
2, , , ,1,1,3,3,2,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,4,2,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,3,4,1,1,11,6.284803397,2022
2, , , ,1,1,3,3,3,3,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,4,4,1,1,11,6.284803397,2022
1,0,1,0,1,1,2,4,3,3,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,3,3,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,4,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,3,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,4,3,1,1,11,4.786231672,2022
1,0,1,0,1,1,2,4,4,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,4,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,5,3,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,3,4,1,1,11,6.284803397,2022
1,0,1,0,2,2,3,3,3,3,1,1,11,4.786231672,2022
2, , , ,1,1,2,5,3,2,1,1,11,4.786231672,2022
2, , , ,1,1,2,4,3,3,1,1,11,4.786231672,2022
1,0,1,0,1,1,3,4,3,4,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,4,4,1,1,11,6.284803397,2022
2, , , ,1,1,3,4,2,3,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,4,3,1,1,11,4.786231672,2022
2, , , ,1,1,3,4,3,2,1,1,11,4.786231672,2022
1,0,1,1,1,1,2,1,1,1,1,1,11,4.507182625,2022
1,0,1,1,1,1,2,1,1,1,1,1,11,5.918383944,2022
2, , , ,1,1,3,1,1,1,1,1,11,5.918383944,2022
1,0,1,1,1,1,2,4,4,4,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,5,5,1,1,1,11,5.918383944,2022
1,0,0,1,1,1,2,2,3,1,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,3,5,1,1,1,11,5.918383944,2022
1,0,0,1,1,1,2,2,2,2,1,1,11,5.918383944,2022
1,0,0,1,1,1,2,3,1,1,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,4,4,2,1,1,11,4.507182625,2022
1,0,1,1,1,1,2,3,3,1,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,3,3,3,1,1,11,5.918383944,2022
1,0,1,1,1,1,2,5,3,3,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,3,3,1,1,1,11,4.507182625,2022
1,0,1,1,1,1,2,5,3,3,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,1,3,2,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,4,4,4,1,1,11,4.507182625,2022
1,0,0,1,1,1,2,1,1,1,1,1,11,5.918383944,2022
1,0,0,1,1,1,2,3,3,3,1,1,11,4.507182625,2022
2, , , ,1,1,3,4,3,2,2,1,12,1.484556131,2022
2, , , ,1,1,3,4,2,2,2,1,12,1.484556131,2022
2, , , ,1,1,3,4,2,2,2,1,12,1.484556131,2022
2, , , ,1,1,2,4,3,3,2,1,12,1.484556131,2022
1,1,0,0,1,1,1,4,3,3,2,1,12,1.484556131,2022
2, , , ,1,1,2,4,4,4,2,1,12,1.470043673,2022
1,0,1,0,1,1,1,5,5,5,2,1,12,1.470043673,2022
1,1,0,0,1,1,3,4,3,4,2,1,12,1.470043673,2022
1,0,1,0,1,1,2,4,3,2,2,1,12,1.470043673,2022
2, , , ,1,1,2,4,5,5,2,1,12,1.930315142,2022
2, , , ,1,1,3,3,3,3,2,1,12,1.470043673,2022
1,0,1,0,1,1,2,5,5,5,2,1,12,1.470043673,2022
1,1,0,0,2,2,3,3,3,4,2,1,12,1.470043673,2022
1,0,1,0,1,1,2,4,4,4,2,1,12,1.470043673,2022
2, , , ,1,1,3,5,3,3,2,1,12,1.470043673,2022
1,0,1,0,1,1,3,4,4,4,2,1,12,1.470043673,2022
1,0,1,0,1,1,3,5,4,4,2,1,12,1.470043673,2022
2, , , ,1,1,2,5,4,3,2,1,12,1.448468612,2022
1,0,1,0,30,4,2,4,3,3,2,1,12,1.469985695,2022
1,0,1,0,5,3,2,5,3,3,2,1,12,1.648587462,2022
1,0,0,1,1,1,2,4,2,2,2,1,12,1.510037952,2022
1,0,1,0,1,1,2,4,3,3,2,1,12,1.510037952,2022
1,0,1,0,1,1,2,2,3,3,2,1,12,1.510037952,2022
2, , , ,1,1,2,4,3,3,2,1,12,1.510037952,2022
1,0,1,0,1,1,2,3,3,3,2,1,12,1.510037952,2022
1,1,0,0,1,1,2,4,4,4,2,1,12,1.510037952,2022
1,0,1,0,1,1,2,3,3,3,2,1,12,1.510037952,2022
1,0,1,0,1,1,1,4,4,4,2,1,12,1.510037952,2022
1,1,0,0,1,1,2,3,3,3,2,1,12,1.510037952,2022
2, , , ,1,1,2,5,4,1,2,1,12,1.456523894,2022
1,0,0,1,1,1,2,4,4,3,2,1,12,1.456523894,2022
1,0,1,0,1,1,2,3,3,3,2,1,12,1.456523894,2022
2, , , ,1,1,2,5,3,3,2,1,12,1.456523894,2022
2, , , ,1,1,2,3,3,3,2,1,12,1.456523894,2022
2, , , ,2,2,2,4,3,3,2,1,12,1.506093314,2022
2, , , ,1,1,2,5,5,3,2,1,12,1.506093314,2022
2, , , ,1,1,2,3,3,3,2,1,12,1.506093314,2022
2, , , ,1,1,2,5,4,3,2,1,12,1.506093314,2022
2, , , ,1,1,2,5,5,3,2,1,12,1.506093314,2022
2, , , ,1,1,2,5,4,3,2,1,12,2.087259488,2022
2, , , ,1,1,2,5,5,4,2,1,12,1.58956563,2022
1,0,1,0,2,2,2,4,4,3,2,1,12,1.58956563,2022
1,1,0,0,2,2,2,5,3,3,2,1,12,1.58956563,2022
2, , , ,2,2,2,4,3,4,2,1,12,1.58956563,2022
1,1,1,1,10,4,2,3,4,3,2,1,12,1.52604147,2022
2, , , ,5,3,2,4,3,3,2,1,12,1.939031554,2022
1,1,0,1,10,4,1,4,3,4,2,1,12,1.476681711,2022
2, , , ,1,1,2,4,4,4,2,1,12,1.455485924,2022
2, , , ,1,1,2,4,3,3,2,1,12,1.455485924,2022
2, , , ,1,1,2,4,4,4,2,1,12,1.455485924,2022
2, , , ,1,1,2,4,4,3,2,1,12,1.455485924,2022
2, , , ,1,1,3,4,3,4,2,1,12,1.91988063,2022
1,0,1,1,1,1,2,4,4,1,2,1,12,1.376853351,2022
1,1,0,0,1,1,2,5,4,3,3,1,13,0.996153195,2022
1,1,0,0,1,1,2,4,4,4,3,1,13,1.013251772,2022
1,1,0,0,5,3,2,4,4,4,3,1,13,1.013251772,2022
1,1,0,0,1,1,2,5,5,5,3,1,13,0.977343262,2022
2, , , ,1,1,2,4,4,3,1,2,21,53.92401592,2022
2, , , ,1,1,2,4,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,3,2,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,4,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,3,1,2,21,53.92401592,2022
2, , , ,1,1,2,5,5,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,2,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,4,1,2,21,41.06617448,2022
2, , , ,1,1,1,5,5,4,1,2,21,41.06617448,2022
1,0,0,1,1,1,2,5,4,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,3,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,5,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,3,1,2,21,53.92401592,2022
2, , , ,1,1,2,3,3,3,1,2,21,53.92401592,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,3,1,2,21,41.06617448,2022
1,0,1,0,1,1,2,3,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,3,5,5,5,1,2,21,53.92401592,2022
2, , , ,1,1,2,4,4,4,1,2,21,53.92401592,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,3,1,2,21,41.06617448,2022
1,0,1,0,1,1,2,3,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,3,1,2,21,53.92401592,2022
2, , , ,1,1,2,3,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,53.92401592,2022
1,0,0,1,1,1,2,5,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
1,0,1,0,1,1,1,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,5,1,2,21,41.06617448,2022
1,0,0,1,1,1,2,4,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,2,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,5,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,3,2,1,2,21,41.06617448,2022
2, , , ,1,1,2,5,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,3,2,1,2,21,53.92401592,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
1,0,0,1,1,1,2,4,5,3,1,2,21,53.92401592,2022
2, , , ,1,1,2,4,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,2,1,2,21,41.06617448,2022
1,0,1,0,1,1,2,5,5,5,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,4,3,1,2,21,41.06617448,2022
2, , , ,1,1,3,5,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,3,4,3,3,1,2,21,41.06617448,2022
2, , , ,1,1,2,4,3,3,1,2,21,53.92401592,2022
1,0,0,1,1,1,3,3,4,4,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,3,2,1,2,21,41.06617448,2022
2, , , ,1,1,3,3,3,4,1,2,21,41.06617448,2022
2, , , ,1,1,3,3,3,4,1,2,21,53.92401592,2022
2, , , ,1,1,3,3,3,2,1,2,21,41.06617448,2022
2, , , ,1,1,2,3,4,3,1,2,21,41.06617448,2022
1,0,0,1,1,1,3,3,3,3,1,2,21,41.06617448,2022
1,0,1,0,1,1,2,4,3,4,1,2,21,40.66472712,2022
2, , , ,1,1,2,4,4,4,1,2,21,40.66472712,2022
1,0,1,0,1,1,3,5,3,5,1,2,21,40.66472712,2022
2, , , ,1,1,2,3,4,2,1,2,21,40.66472712,2022
1,0,1,0,1,1,2,3,3,4,1,2,21,53.39687519,2022
1,0,1,0,1,1,3,4,3,4,1,2,21,53.39687519,2022
2, , , ,1,1,2,3,3,3,1,2,21,40.66472712,2022
1,0,1,0,1,1,2,5,5,5,1,2,21,53.39687519,2022
2, , , ,1,1,2,5,3,2,1,2,21,40.66472712,2022
2, , , ,1,1,3,4,3,3,1,2,21,53.39687519,2022
1,0,1,0,1,1,2,5,3,5,1,2,21,53.39687519,2022
2, , , ,1,1,2,4,4,4,1,2,21,40.66472712,2022
1,0,1,0,1,1,3,4,4,4,1,2,21,40.66472712,2022
1,0,1,0,1,1,2,4,3,3,1,2,21,40.66472712,2022
1,0,1,0,1,1,3,4,4,4,1,2,21,40.66472712,2022
1,0,1,0,1,1,3,4,4,5,1,2,21,40.66472712,2022
2, , , ,1,1,3,4,4,3,1,2,21,40.66472712,2022
1,0,1,0,15,4,3,4,4,4,1,2,21,40.66472712,2022
1,0,1,0,1,1,2,4,4,3,1,2,21,40.66472712,2022
2, , , ,1,1,2,4,3,3,1,2,21,40.66472712,2022
1,0,1,1,1,1,2,4,4,4,1,2,21,53.39687519,2022
1,0,1,0,2,2,3,3,3,3,1,2,21,40.66472712,2022
2, , , ,1,1,2,4,3,3,1,2,21,40.66472712,2022
2, , , ,1,1,2,3,3,3,1,2,21,53.39687519,2022
