year,weight,industry,industry_size,firm_size,it_org_any,it_org_internal,it_org_mixed,it_org_outsource,it_org_type,it_invest_share_std4,it_invest_share_pct,ai_use,proc_improve,innov_outcome,decision_improve,weight_raw,industry_raw,industry_size_raw,firm_size_raw,it_org_any_raw,it_org_internal_raw,it_org_mixed_raw,it_org_outsource_raw,it_invest_share_raw,it_invest_share_cat_raw,ai_use_raw,proc_improve_raw,decision_improve_raw,innov_outcome_raw
2021,27.3009567240363,4,41,1,1,0,1,0,2,1,1.0,0,4,5,5,27.3009567240363,4,41,1,1,0,1,0,1,1,2,4,5,5
2021,1.49487759815264,1,12,2,1,0,1,0,2,1,1.0,0,3,3,3,1.49487759815264,1,12,2,1,0,1,0,1,1,3,3,3,3
2021,27.3009567240363,4,41,1,1,0,1,1,4,1,1.0,0,5,5,5,27.3009567240363,4,41,1,1,0,1,1,1,1,2,5,5,5
2021,4.99995347667801,11,112,2,0,0,0,0,0,1,1.0,0,3,2,3,4.99995347667801,11,112,2,2,,,,1,1,2,3,3,2
2021,1.49487759815264,1,12,2,0,0,0,0,0,1,1.0,0,4,2,4,1.49487759815264,1,12,2,2,,,,1,1,3,4,4,2
2021,4.99995347667801,11,112,2,0,0,0,0,0,1,1.0,0,4,2,4,4.99995347667801,11,112,2,2,,,,1,1,2,4,4,2
2021,27.3009567240363,4,41,1,1,0,1,1,4,1,1.0,0,4,1,1,27.3009567240363,4,41,1,1,0,1,1,1,1,2,4,1,1
2021,5.41103307768272,4,42,2,1,0,1,0,2,1,1.0,0,4,4,4,5.41103307768272,4,42,2,1,0,1,0,1,1,2,4,4,4
2021,53.1949795365455,2,21,1,0,0,0,0,0,1,1.0,0,3,3,3,53.1949795365455,2,21,1,2,,,,1,1,2,3,3,3
2021,4.9231613719872,12,122,2,0,0,0,0,0,1,1.0,0,4,3,3,4.9231613719872,12,122,2,2,,,,1,1,2,4,3,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,3,3,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,3,3,3
2021,4.9231613719872,12,122,2,0,0,0,0,0,1,1.0,0,3,3,3,4.9231613719872,12,122,2,2,,,,1,1,2,3,3,3
2021,6.23528216100778,13,131,1,0,0,0,0,0,1,1.0,0,4,2,4,6.23528216100778,13,131,1,2,,,,1,1,2,4,4,2
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,4,3,4,27.3009567240363,4,41,1,2,,,,1,1,2,4,4,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,3,4,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,4,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,3,4,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,3,3,4
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,3,3,3,27.3009567240363,4,41,1,2,,,,1,1,2,3,3,3
2021,1.56147245710749,16,162,2,0,0,0,0,0,2,3.0,0,3,2,3,1.56147245710749,16,162,2,2,,,,3,2,2,3,3,2
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,4,3,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,4,3,3
2021,38.4401962693207,16,161,1,0,0,0,0,0,1,1.0,0,4,2,4,38.4401962693207,16,161,1,2,,,,1,1,2,4,4,2
2021,7.06196741746573,2,22,2,1,0,0,1,3,1,1.0,0,3,3,3,7.06196741746573,2,22,2,1,0,0,1,1,1,2,3,3,3
2021,7.06196741746573,2,22,2,0,0,0,0,0,1,1.0,0,3,3,4,7.06196741746573,2,22,2,2,,,,1,1,3,3,4,3
2021,27.3009567240363,4,41,1,1,0,1,1,4,1,1.0,0,4,1,3,27.3009567240363,4,41,1,1,0,1,1,1,1,2,4,3,1
2021,7.06196741746573,2,22,2,0,0,0,0,0,1,1.0,0,4,3,3,7.06196741746573,2,22,2,2,,,,1,1,2,4,3,3
2021,1.92244301194026,12,123,3,0,0,0,0,0,1,1.0,0,3,2,3,1.92244301194026,12,123,3,2,,,,1,1,2,3,3,2
2021,1.92244301194026,12,123,3,0,0,0,0,0,2,2.0,0,3,2,4,1.92244301194026,12,123,3,2,,,,2,2,2,3,4,2
2021,5.41103307768272,4,42,2,1,0,0,1,3,1,1.0,0,3,3,3,5.41103307768272,4,42,2,1,0,0,1,1,1,2,3,3,3
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,4,3,3,27.3009567240363,4,41,1,2,,,,1,1,3,4,3,3
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,4,3,3,27.3009567240363,4,41,1,2,,,,1,1,3,4,3,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,5,5,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,5,5
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,4,4,4,27.3009567240363,4,41,1,2,,,,1,1,3,4,4,4
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,3,3,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,3,3,3
2021,2.11330089987238,15,152,2,0,0,0,0,0,1,1.0,0,5,2,4,2.11330089987238,15,152,2,2,,,,1,1,2,5,4,2
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,5,5,5,27.3009567240363,4,41,1,2,,,,1,1,3,5,5,5
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,5,5,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,5,5
2021,6.23528216100778,13,131,1,0,0,0,0,0,1,1.0,0,3,2,3,6.23528216100778,13,131,1,2,,,,1,1,2,3,3,2
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,4,4,4,27.3009567240363,4,41,1,1,0,0,1,1,1,2,4,4,4
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,3,3,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,3,3,3
2021,7.45021442732338,3,31,1,1,0,0,1,3,1,1.0,0,4,4,4,7.45021442732338,3,31,1,1,0,0,1,1,1,3,4,4,4
2021,6.39197831900641,14,142,2,0,0,0,0,0,1,1.0,0,5,2,4,6.39197831900641,14,142,2,2,,,,1,1,2,5,4,2
2021,5.54563167690258,3,31,1,0,0,0,0,0,1,1.0,0,5,5,5,5.54563167690258,3,31,1,2,,,,1,1,3,5,5,5
2021,27.2444080132831,14,141,1,0,0,0,0,0,1,1.0,0,3,2,3,27.2444080132831,14,141,1,2,,,,1,1,2,3,3,2
2021,5.54563167690258,3,31,1,0,0,0,0,0,1,1.0,0,4,3,3,5.54563167690258,3,31,1,2,,,,1,1,3,4,3,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,4,2,4,27.3009567240363,4,41,1,1,0,0,1,1,1,2,4,4,2
2021,2.7948350404186,3,32,2,1,0,0,1,3,1,1.0,0,3,4,3,2.7948350404186,3,32,2,1,0,0,1,1,1,2,3,3,4
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,4,5,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,5,4
2021,5.54563167690258,3,31,1,0,0,0,0,0,1,1.0,0,3,3,4,5.54563167690258,3,31,1,2,,,,1,1,2,3,4,3
2021,7.55596323303065,12,122,2,0,0,0,0,0,1,1.0,0,4,4,4,7.55596323303065,12,122,2,2,,,,1,1,2,4,4,4
2021,2.11330089987238,15,152,2,1,1,0,0,1,2,2.0,0,5,3,3,2.11330089987238,15,152,2,1,1,0,0,2,2,2,5,3,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,2,1,2,27.3009567240363,4,41,1,1,0,0,1,1,1,2,2,2,1
2021,1.03602982835575,15,153,3,1,1,0,0,1,2,3.0,0,4,3,4,1.03602982835575,15,153,3,1,1,0,0,3,2,2,4,4,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,4,3,4,27.3009567240363,4,41,1,1,0,0,1,1,1,2,4,4,3
2021,34.6959641325376,14,141,1,1,0,1,1,4,1,1.0,0,5,2,3,34.6959641325376,14,141,1,1,0,1,1,1,1,2,5,3,2
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,1,5,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,5,1
2021,6.54291979756102,1,11,1,0,0,0,0,0,1,1.0,0,5,5,5,6.54291979756102,1,11,1,2,,,,1,1,3,5,5,5
2021,6.54291979756102,1,11,1,0,0,0,0,0,1,1.0,0,4,4,3,6.54291979756102,1,11,1,2,,,,1,1,3,4,3,4
2021,53.1949795365455,2,21,1,0,0,0,0,0,1,1.0,0,3,5,4,53.1949795365455,2,21,1,2,,,,1,1,3,3,4,5
2021,1.03020899654945,7,73,3,1,1,0,0,1,2,2.0,0,5,3,4,1.03020899654945,7,73,3,1,1,0,0,2,2,2,5,4,3
2021,25.8475702899996,7,71,1,0,0,0,0,0,1,1.0,0,3,2,3,25.8475702899996,7,71,1,2,,,,1,1,2,3,3,2
2021,1.3474960507385,7,73,3,1,1,0,0,1,2,3.0,0,3,3,3,1.3474960507385,7,73,3,1,1,0,0,3,2,2,3,3,3
2021,53.1949795365455,2,21,1,0,0,0,0,0,1,1.0,0,3,4,3,53.1949795365455,2,21,1,2,,,,1,1,3,3,3,4
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,4,4,4,27.3009567240363,4,41,1,1,0,0,1,1,1,2,4,4,4
2021,11.209825701582,10,101,1,0,0,0,0,0,1,1.0,0,4,2,4,11.209825701582,10,101,1,2,,,,1,1,2,4,4,2
2021,53.1949795365455,2,21,1,0,0,0,0,0,1,1.0,0,3,3,3,53.1949795365455,2,21,1,2,,,,1,1,2,3,3,3
2021,26.4814970140077,12,121,1,0,0,0,0,0,1,1.0,0,5,2,3,26.4814970140077,12,121,1,2,,,,1,1,3,5,3,2
2021,27.2444080132831,14,141,1,0,0,0,0,0,1,1.0,0,3,2,3,27.2444080132831,14,141,1,2,,,,1,1,2,3,3,2
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,4,3,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,4,3,3
2021,5.26301243219239,7,72,2,1,1,0,0,1,1,1.0,0,3,1,3,5.26301243219239,7,72,2,1,1,0,0,1,1,2,3,3,1
2021,25.3913746476886,11,111,1,0,0,0,0,0,1,1.0,0,4,2,4,25.3913746476886,11,111,1,2,,,,1,1,2,4,4,2
2021,1.47247531264684,2,23,3,1,1,0,0,1,1,1.0,1,4,4,4,1.47247531264684,2,23,3,1,1,0,0,1,1,1,4,4,4
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,3,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,3,3
2021,10.674828779043,15,151,1,0,0,0,0,0,3,5.0,0,4,3,3,10.674828779043,15,151,1,2,,,,5,3,2,4,3,3
2021,81.6425217842732,2,21,1,0,0,0,0,0,1,1.0,0,4,3,4,81.6425217842732,2,21,1,2,,,,1,1,2,4,4,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,5,5,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,5,5
2021,5.54563167690258,3,31,1,0,0,0,0,0,1,1.0,0,4,5,4,5.54563167690258,3,31,1,2,,,,1,1,2,4,4,5
2021,36.6771530306084,4,41,1,1,0,1,1,4,1,1.0,0,3,2,2,36.6771530306084,4,41,1,1,0,1,1,1,1,2,3,2,2
2021,7.52046688498971,1,11,1,0,0,0,0,0,1,1.0,0,3,2,3,7.52046688498971,1,11,1,2,,,,1,1,2,3,3,2
2021,53.1949795365455,2,21,1,1,0,0,1,3,1,1.0,0,4,5,3,53.1949795365455,2,21,1,1,0,0,1,1,1,2,4,3,5
2021,5.26301243219239,7,72,2,1,1,0,0,1,1,1.0,0,3,3,3,5.26301243219239,7,72,2,1,1,0,0,1,1,2,3,3,3
2021,53.1949795365455,2,21,1,1,0,0,1,3,1,1.0,0,3,4,3,53.1949795365455,2,21,1,1,0,0,1,1,1,2,3,3,4
2021,31.379865155643,4,41,1,0,0,0,0,0,1,1.0,0,2,2,3,31.379865155643,4,41,1,2,,,,1,1,3,2,3,2
2021,7.52046688498971,1,11,1,0,0,0,0,0,1,1.0,0,3,3,3,7.52046688498971,1,11,1,2,,,,1,1,2,3,3,3
2021,31.379865155643,4,41,1,0,0,0,0,0,1,1.0,0,3,2,4,31.379865155643,4,41,1,2,,,,1,1,3,3,4,2
2021,5.41103307768272,4,42,2,1,0,1,1,4,1,1.0,0,3,3,5,5.41103307768272,4,42,2,1,0,1,1,1,1,2,3,5,3
2021,6.54291979756102,1,11,1,0,0,0,0,0,1,1.0,0,3,2,2,6.54291979756102,1,11,1,2,,,,1,1,3,3,2,2
2021,10.1032838369194,1,11,1,0,0,0,0,0,1,1.0,0,5,5,5,10.1032838369194,1,11,1,2,,,,1,1,2,5,5,5
2021,31.379865155643,4,41,1,0,0,0,0,0,1,1.0,0,2,2,2,31.379865155643,4,41,1,2,,,,1,1,2,2,2,2
2021,10.1032838369194,1,11,1,0,0,0,0,0,1,1.0,1,5,2,3,10.1032838369194,1,11,1,2,,,,1,1,1,5,3,2
2021,10.1032838369194,1,11,1,0,0,0,0,0,1,1.0,0,5,2,5,10.1032838369194,1,11,1,2,,,,1,1,2,5,5,2
2021,5.41103307768272,4,42,2,1,0,0,1,3,1,1.0,0,3,1,3,5.41103307768272,4,42,2,1,0,0,1,1,1,2,3,3,1
2021,31.379865155643,4,41,1,0,0,0,0,0,1,1.0,0,4,4,4,31.379865155643,4,41,1,2,,,,1,1,2,4,4,4
2021,5.54563167690258,3,31,1,0,0,0,0,0,1,1.0,0,4,4,5,5.54563167690258,3,31,1,2,,,,1,1,3,4,5,4
2021,7.52046688498971,1,11,1,0,0,0,0,0,1,1.0,0,5,3,4,7.52046688498971,1,11,1,2,,,,1,1,2,5,4,3
2021,1.47247531264684,2,23,3,0,0,0,0,0,1,1.0,0,5,3,4,1.47247531264684,2,23,3,2,,,,1,1,2,5,4,3
2021,5.41103307768272,4,42,2,1,0,0,1,3,1,1.0,0,3,3,3,5.41103307768272,4,42,2,1,0,0,1,1,1,2,3,3,3
2021,31.379865155643,4,41,1,0,0,0,0,0,1,1.0,0,3,2,3,31.379865155643,4,41,1,2,,,,1,1,2,3,3,2
2021,7.06196741746573,2,22,2,0,0,0,0,0,1,1.0,0,3,2,4,7.06196741746573,2,22,2,2,,,,1,1,2,3,4,2
2021,31.379865155643,4,41,1,0,0,0,0,0,1,1.0,0,3,3,3,31.379865155643,4,41,1,2,,,,1,1,2,3,3,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,4,2,4,27.3009567240363,4,41,1,1,0,0,1,1,1,2,4,4,2
2021,7.06196741746573,2,22,2,1,1,0,1,4,1,1.0,1,5,4,4,7.06196741746573,2,22,2,1,1,0,1,1,1,1,5,4,4
2021,27.3009567240363,4,41,1,1,0,1,1,4,1,1.0,0,4,2,4,27.3009567240363,4,41,1,1,0,1,1,1,1,2,4,4,2
2021,53.1949795365455,2,21,1,0,0,0,0,0,1,1.0,0,4,2,3,53.1949795365455,2,21,1,2,,,,1,1,2,4,3,2
2021,7.52046688498971,1,11,1,0,0,0,0,0,1,1.0,0,3,2,3,7.52046688498971,1,11,1,2,,,,1,1,2,3,3,2
2021,7.52046688498971,1,11,1,1,0,0,1,3,1,1.0,0,5,2,3,7.52046688498971,1,11,1,1,0,0,1,1,1,2,5,3,2
2021,1.47247531264684,2,23,3,1,0,1,1,4,1,1.0,0,5,5,5,1.47247531264684,2,23,3,1,0,1,1,1,1,2,5,5,5
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,1,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,3,1
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,3,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,3,3
2021,31.379865155643,4,41,1,0,0,0,0,0,1,1.0,0,3,3,3,31.379865155643,4,41,1,2,,,,1,1,2,3,3,3
2021,27.3009567240363,4,41,1,1,0,0,1,3,1,1.0,0,5,1,3,27.3009567240363,4,41,1,1,0,0,1,1,1,2,5,3,1
2021,6.21947025691283,4,42,2,1,1,0,1,4,1,1.0,0,3,3,3,6.21947025691283,4,42,2,1,1,0,1,1,1,2,3,3,3
2021,29.479470492725,8,81,1,1,0,1,1,4,1,1.0,0,3,3,3,29.479470492725,8,81,1,1,0,1,1,1,1,2,3,3,3
2021,6.37417860418254,3,31,1,0,0,0,0,0,1,1.0,0,4,2,3,6.37417860418254,3,31,1,2,,,,1,1,2,4,3,2
2021,61.1425929752985,2,21,1,0,0,0,0,0,1,1.0,0,3,3,3,61.1425929752985,2,21,1,2,,,,1,1,2,3,3,3
2021,6.09417514721403,8,82,2,1,0,1,0,2,1,1.0,0,4,4,4,6.09417514721403,8,82,2,1,0,1,0,1,1,2,4,4,4
2021,7.06196741746573,2,22,2,0,0,0,0,0,1,1.0,0,2,2,2,7.06196741746573,2,22,2,2,,,,1,1,2,2,2,2
2021,29.1272730128768,5,51,1,1,0,0,1,3,1,1.0,0,4,4,4,29.1272730128768,5,51,1,1,0,0,1,1,1,2,4,4,4
2021,6.54291979756102,1,11,1,0,0,0,0,0,1,1.0,0,3,3,3,6.54291979756102,1,11,1,2,,,,1,1,3,3,3,3
2021,29.1272730128768,5,51,1,1,0,0,1,3,1,1.0,0,4,2,3,29.1272730128768,5,51,1,1,0,0,1,1,1,2,4,3,2
2021,1.03020899654945,7,73,3,1,0,1,0,2,2,2.0,0,3,3,4,1.03020899654945,7,73,3,1,0,1,0,2,2,2,3,4,3
2021,33.5550840264281,4,41,1,1,0,1,0,2,1,1.0,0,4,3,3,33.5550840264281,4,41,1,1,0,1,0,1,1,2,4,3,3
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,3,2,3,27.3009567240363,4,41,1,2,,,,1,1,3,3,3,2
2021,3.21239829018108,3,32,2,1,0,1,0,2,2,2.0,0,4,2,3,3.21239829018108,3,32,2,1,0,1,0,2,2,2,4,3,2
2021,6.54291979756102,1,11,1,0,0,0,0,0,1,1.0,0,4,3,4,6.54291979756102,1,11,1,2,,,,1,1,2,4,4,3
2021,25.6475846590647,8,81,1,0,0,0,0,0,1,1.0,0,5,4,3,25.6475846590647,8,81,1,2,,,,1,1,2,5,3,4
2021,29.1272730128768,5,51,1,1,0,0,1,3,1,1.0,0,4,4,4,29.1272730128768,5,51,1,1,0,0,1,1,1,2,4,4,4
2021,29.1272730128768,5,51,1,1,0,0,1,3,1,1.0,0,3,3,3,29.1272730128768,5,51,1,1,0,0,1,1,1,2,3,3,3
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,3,2,3,27.3009567240363,4,41,1,2,,,,1,1,3,3,3,2
2021,25.6475846590647,8,81,1,0,0,0,0,0,3,8.0,1,5,5,4,25.6475846590647,8,81,1,2,,,,8,3,1,5,4,5
2021,33.5550840264281,4,41,1,1,0,1,0,2,1,1.0,0,4,3,4,33.5550840264281,4,41,1,1,0,1,0,1,1,2,4,4,3
2021,35.7997744653139,5,51,1,0,0,0,0,0,4,10.0,0,3,3,3,35.7997744653139,5,51,1,2,,,,10,4,2,3,3,3
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,2,2,3,27.3009567240363,4,41,1,2,,,,1,1,2,2,3,2
2021,5.39251695038413,5,52,2,1,0,0,1,3,1,1.0,0,3,3,4,5.39251695038413,5,52,2,1,0,0,1,1,1,2,3,4,3
2021,5.0254564956387,10,102,2,0,0,0,0,0,1,1.0,0,3,3,3,5.0254564956387,10,102,2,2,,,,1,1,2,3,3,3
2021,6.21947025691283,4,42,2,0,0,0,0,0,1,1.0,0,2,2,2,6.21947025691283,4,42,2,2,,,,1,1,2,2,2,2
2021,5.39251695038413,5,52,2,1,0,0,1,3,1,1.0,0,4,1,4,5.39251695038413,5,52,2,1,0,0,1,1,1,2,4,4,1
2021,53.1949795365455,2,21,1,1,0,1,1,4,1,1.0,0,5,3,4,53.1949795365455,2,21,1,1,0,1,1,1,1,2,5,4,3
2021,8.11706298550759,2,22,2,0,0,0,0,0,1,1.0,0,4,3,4,8.11706298550759,2,22,2,2,,,,1,1,2,4,4,3
2021,29.1272730128768,5,51,1,1,0,1,1,4,1,1.0,0,5,5,5,29.1272730128768,5,51,1,1,0,1,1,1,1,2,5,5,5
2021,34.1117471825032,11,111,1,0,0,0,0,0,1,1.0,0,5,3,5,34.1117471825032,11,111,1,2,,,,1,1,2,5,5,3
2021,33.4790428311607,5,51,1,1,0,0,1,3,1,1.0,0,4,3,3,33.4790428311607,5,51,1,1,0,0,1,1,1,2,4,3,3
2021,81.6425217842732,2,21,1,0,0,0,0,0,1,1.0,0,4,3,3,81.6425217842732,2,21,1,2,,,,1,1,2,4,3,3
2021,27.3009567240363,4,41,1,0,0,0,0,0,1,1.0,0,3,2,3,27.3009567240363,4,41,1,2,,,,1,1,2,3,3,2
2021,25.3913746476886,11,111,1,0,0,0,0,0,1,1.0,0,3,3,3,25.3913746476886,11,111,1,2,,,,1,1,2,3,3,3
2021,39.1306964241675,5,51,1,1,0,0,1,3,1,1.0,0,1,2,2,39.1306964241675,5,51,1,1,0,0,1,1,1,2,1,2,2
2021,81.6425217842732,2,21,1,0,0,0,0,0,1,1.0,0,3,3,3,81.6425217842732,2,21,1,2,,,,1,1,2,3,3,3
2021,81.6425217842732,2,21,1,0,0,0,0,0,1,1.0,0,3,3,3,81.6425217842732,2,21,1,2,,,,1,1,2,3,3,3
2021,81.6425217842732,2,21,1,0,0,0,0,0,1,1.0,0,3,4,2,81.6425217842732,2,21,1,2,,,,1,1,2,3,2,4
2021,1.71279343724558,1,12,2,0,0,0,0,0,1,1.0,0,3,4,4,1.71279343724558,1,12,2,2,,,,1,1,2,3,4,4
2021,1.71279343724558,1,12,2,0,0,0,0,0,1,1.0,0,3,4,4,1.71279343724558,1,12,2,2,,,,1,1,2,3,4,4
