it_org_any_raw,it_org_internal_raw,it_org_mixed_raw,it_org_outsource_raw,it_invest_share_raw,it_invest_share_cat_raw,ai_use_raw,proc_improve_raw,decision_improve_raw,innov_outcome_raw,firm_size_raw,industry_raw,industry_size_raw,weight_raw,year
2, , , ,1,1,2,3,3,3,1,1,11,2.9833984489163,2023
2, , , ,15,4,1,4,4,3,1,1,11,2.9833984489163,2023
2, , , ,5,3,1,4,4,3,1,1,11,2.9833984489163,2023
2, , , ,1,1,1,4,3,3,1,1,11,2.9833984489163,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,2.9833984489163,2023
2, , , ,1,1,2,4,3,3,1,1,11,2.9833984489163,2023
2, , , ,1,1,2,3,3,3,1,1,11,2.9833984489163,2023
2, , , ,1,1,2,4,3,3,1,1,11,2.9833984489163,2023
2, , , ,1,1,1,4,3,3,1,1,11,2.9833984489163,2023
1,1,0,0,1,1,1,4,3,3,1,1,11,2.9833984489163,2023
2, , , ,1,1,2,4,3,3,1,1,11,3.4247219225231,2023
2, , , ,1,1,2,4,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,3,3,4,1,1,11,2.9416074429833,2023
1,0,0,1,1,1,2,2,2,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,4,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,2,2,2,1,1,11,2.9416074429833,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,3.4247219225231,2023
2, , , ,1,1,2,3,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,3,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,3,2,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,1,4,4,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,4,4,1,1,11,2.9416074429833,2023
2, , , ,20,4,1,4,3,3,1,1,11,2.9416074429833,2023
2, , , ,2,2,2,3,3,3,1,1,11,3.4247219225231,2023
2, , , ,20,4,1,3,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,2,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,4,4,1,1,11,3.4247219225231,2023
2, , , ,1,1,1,4,4,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,3,4,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,4,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,4,4,1,1,11,3.4247219225231,2023
2, , , ,1,1,2,4,4,4,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,4,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,4,3,3,1,1,11,2.9416074429833,2023
2, , , ,1,1,2,3,3,3,1,1,11,2.9416074429833,2023
1,0,1,0,1,1,2,4,3,4,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,4,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,2,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,2,2,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,4,3,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,4,2,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,2,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,2,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,4,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,2,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,2,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,4,2,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,5,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,2,3,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,4,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,2,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,5,4,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,3,1,1,11,3.4901867479313,2023
1,0,1,0,1,1,2,4,5,4,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,4,3,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,3,2,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,4,4,4,1,1,11,2.9978373565445,2023
1,0,1,0,1,1,2,3,3,3,1,1,11,3.4138146162345,2023
2, , , ,1,1,2,3,3,3,1,1,11,3.4138146162345,2023
2, , , ,1,1,2,3,3,3,1,1,11,3.4138146162345,2023
1,0,0,1,1,1,1,4,5,4,1,1,11,2.9322387952253,2023
2, , , ,1,1,2,4,3,4,1,1,11,3.4138146162345,2023
2, , , ,1,1,2,4,5,4,1,1,11,2.9322387952253,2023
1,0,1,0,1,1,2,4,4,4,1,1,11,3.4138146162345,2023
1,0,1,0,1,1,2,4,3,4,1,1,11,3.4138146162345,2023
1,0,1,0,1,1,2,4,3,4,1,1,11,3.4138146162345,2023
1,0,0,1,3,2,1,4,4,4,1,1,11,2.9322387952253,2023
1,0,1,0,1,1,2,4,3,4,1,1,11,3.4138146162345,2023
1,0,1,0,1,1,2,4,4,4,1,1,11,3.4138146162345,2023
1,0,0,1,1,1,2,4,3,4,1,1,11,3.4138146162345,2023
2, , , ,1,1,1,5,4,5,1,1,11,2.9322387952253,2023
2, , , ,1,1,2,4,3,4,1,1,11,3.4138146162345,2023
2, , , ,1,1,2,4,3,4,1,1,11,3.4138146162345,2023
2, , , ,1,1,2,4,4,4,1,1,11,3.4138146162345,2023
2, , , ,1,1,1,4,5,5,1,1,11,2.9322387952253,2023
1,0,1,0,1,1,1,5,5,4,1,1,11,2.9322387952253,2023
2, , , ,1,1,1,4,5,5,1,1,11,2.9322387952253,2023
2, , , ,1,1,2,4,4,3,2,1,12,1.3292467153816,2023
1,0,0,1,1,1,2,4,3,3,2,1,12,1.3292467153816,2023
2, , , ,1,1,2,4,3,3,2,1,12,1.3292467153816,2023
1,1,1,0,1,1,2,5,4,4,2,1,12,1.3292467153816,2023
2, , , ,5,3,1,4,3,4,2,1,12,1.4453162512289,2023
2, , , ,1,1,2,4,3,4,2,1,12,1.4453162512289,2023
1,0,1,0,1,1,1,4,4,3,2,1,12,1.4453162512289,2023
1,0,1,0,1,1,1,4,4,3,2,1,12,1.4453162512289,2023
1,1,0,1,1,1,1,4,4,4,2,1,12,1.4453162512289,2023
2, , , ,1,1,2,4,4,4,2,1,12,1.4453162512289,2023
1,1,0,1,1,1,1,4,3,3,2,1,12,1.4453162512289,2023
1,0,1,1,1,1,1,4,4,4,2,1,12,1.4453162512289,2023
1,0,1,0,1,1,1,4,4,3,2,1,12,1.4453162512289,2023
1,0,1,0,1,1,1,4,4,4,2,1,12,1.4453162512289,2023
2, , , ,1,1,1,3,4,3,2,1,12,1.4334455836068,2023
1,1,0,0,1,1,1,5,4,3,2,1,12,1.4170806221967,2023
2, , , ,1,1,2,4,4,3,2,1,12,1.4170806221967,2023
1,1,0,0,1,1,2,4,4,2,2,1,12,1.4170806221967,2023
1,1,0,0,1,1,1,5,5,4,2,1,12,1.4170806221967,2023
1,0,0,1,1,1,2,4,3,3,2,1,12,1.4170806221967,2023
2, , , ,1,1,2,4,3,3,2,1,12,1.4170806221967,2023
1,0,0,1,1,1,1,4,5,4,2,1,12,1.3402141729199,2023
2, , , ,1,1,1,3,4,4,2,1,12,1.3402141729199,2023
1,0,1,1,1,1,1,4,3,4,2,1,12,1.3402141729199,2023
1,1,1,1,2,2,1,4,4,4,2,1,12,1.3402141729199,2023
1,0,1,0,1,1,2,4,4,3,2,1,12,1.4039401927105,2023
1,0,1,0,1,1,2,4,4,2,2,1,12,1.4039401927105,2023
2, , , ,1,1,2,3,3,1,2,1,12,1.4039401927105,2023
2, , , ,1,1,2,4,4,3,2,1,12,1.4931647728244,2023
2, , , ,1,1,2,4,4,3,2,1,12,1.4931647728244,2023
2, , , ,1,1,2,3,3,1,2,1,12,1.4931647728244,2023
1,1,0,0,1,1,2,4,4,3,2,1,12,1.4931647728244,2023
1,1,0,0,1,1,1,4,3,4,2,1,12,1.5082125893538,2023
1,0,1,0,1,1,2,4,3,4,2,1,12,1.3418491962074,2023
1,0,1,0,1,1,2,4,5,4,2,1,12,1.3418491962074,2023
1,1,0,0,1,1,1,4,3,4,2,1,12,1.3418491962074,2023
1,0,1,0,1,1,2,4,4,2,2,1,12,1.5920901660405,2023
1,0,1,0,1,1,2,4,3,3,2,1,12,1.5920901660405,2023
1,0,1,1,1,1,2,4,4,4,2,1,12,1.3674991395725,2023
1,1,0,1,1,1,2,5,4,4,3,1,13,.9660915771133,2023
1,1,0,0,1,1,2,4,4,2,3,1,13,1.0299289344505,2023
1,1,0,0,1,1,1,5,5,5,3,1,13,1.0299289344505,2023
1,1,1,1,3,2,1,5,5,5,3,1,13,.9740626845289,2023
2, , , ,1,1,2,1,1,1,1,2,21,51.0622276752629,2023
2, , , ,3,2,2,3,2,2,1,2,21,51.0622276752629,2023
1,1,0,0,3,2,2,2,2,2,1,2,21,43.859043853173,2023
2, , , ,5,3,2,4,3,4,1,2,21,43.859043853173,2023
2, , , ,1,1,2,3,3,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,4,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,3,3,1,2,21,43.859043853173,2023
1,0,0,1,1,1,2,3,4,2,1,2,21,43.859043853173,2023
2, , , ,10,4,2,4,5,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,4,4,1,2,21,51.0622276752629,2023
2, , , ,1,1,2,3,3,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,3,3,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,2,2,1,2,21,43.859043853173,2023
1,0,0,1,1,1,2,4,4,4,1,2,21,43.859043853173,2023
2, , , ,1,1,2,3,3,4,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,4,4,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,4,4,1,2,21,43.859043853173,2023
1,0,0,1,1,1,2,3,4,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,3,3,1,2,21,51.0622276752629,2023
2, , , ,1,1,2,3,3,4,1,2,21,43.859043853173,2023
1,0,1,0,2,2,1,4,4,4,1,2,21,43.859043853173,2023
2, , , ,1,1,2,3,2,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,3,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,4,3,1,2,21,43.859043853173,2023
1,0,1,0,1,1,1,4,4,4,1,2,21,43.859043853173,2023
1,1,0,0,1,1,2,4,3,4,1,2,21,43.859043853173,2023
1,0,1,0,1,1,2,4,3,4,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,3,4,1,2,21,43.859043853173,2023
2, , , ,1,1,1,3,3,3,1,2,21,43.859043853173,2023
1,0,0,1,1,1,2,3,3,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,3,4,3,1,2,21,43.859043853173,2023
1,0,1,0,1,1,2,5,5,5,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,3,3,1,2,21,43.859043853173,2023
2, , , ,1,1,2,4,3,4,1,2,21,43.859043853173,2023
1,0,0,1,1,1,2,4,3,4,1,2,21,47.6888060815355,2023
2, , , ,5,3,2,5,3,4,1,2,21,47.6888060815355,2023
1,0,1,0,1,1,2,5,5,4,1,2,21,55.5209703578766,2023
1,0,1,0,5,3,1,4,3,4,1,2,21,47.6888060815355,2023
2, , , ,5,3,2,4,4,4,1,2,21,47.6888060815355,2023
1,0,1,0,1,1,2,4,5,5,1,2,21,55.5209703578766,2023
2, , , ,5,3,1,3,3,3,1,2,21,47.6888060815355,2023
2, , , ,1,1,1,3,3,3,1,2,21,55.5209703578766,2023
2, , , ,1,1,1,4,4,4,1,2,21,47.6888060815355,2023
2, , , ,1,1,2,5,4,4,1,2,21,55.5209703578766,2023
2, , , ,1,1,1,5,4,4,1,2,21,47.6888060815355,2023
2, , , ,1,1,2,4,4,4,1,2,21,47.6888060815355,2023
1,0,1,0,1,1,2,4,4,5,1,2,21,47.6888060815355,2023
1,0,1,0,1,1,2,4,4,4,1,2,21,47.6888060815355,2023
1,0,0,1,1,1,2,4,4,5,1,2,21,47.6888060815355,2023
1,0,1,0,1,1,2,4,5,4,1,2,21,55.5209703578766,2023
1,0,0,1,1,1,2,3,3,3,1,2,21,47.6888060815355,2023
2, , , ,1,1,1,3,5,3,1,2,21,47.6888060815355,2023
2, , , ,1,1,2,3,3,3,1,2,21,55.5209703578766,2023
2, , , ,1,1,2,3,3,3,1,2,21,47.6888060815355,2023
2, , , ,1,1,2,4,4,4,1,2,21,47.6888060815355,2023
1,0,0,1,1,1,2,4,4,4,1,2,21,47.6888060815355,2023
2, , , ,1,1,1,4,4,4,1,2,21,42.5449736285336,2023
1,1,0,0,1,1,2,4,4,4,1,2,21,42.5449736285336,2023
2, , , ,1,1,2,4,4,4,1,2,21,42.5449736285336,2023
2, , , ,1,1,2,4,3,3,1,2,21,49.5323413143918,2023
2, , , ,1,1,2,4,5,3,1,2,21,42.5449736285336,2023
2, , , ,10,4,1,4,3,3,1,2,21,42.5449736285336,2023
2, , , ,25,4,1,4,3,3,1,2,21,42.5449736285336,2023
1,0,0,1,30,4,1,4,4,4,1,2,21,42.5449736285336,2023
2, , , ,1,1,2,4,4,4,1,2,21,42.5449736285336,2023
2, , , ,1,1,2,4,4,3,1,2,21,49.5323413143918,2023
2, , , ,1,1,1,4,3,3,1,2,21,42.5449736285336,2023
2, , , ,1,1,1,3,3,3,1,2,21,49.5323413143918,2023
2, , , ,1,1,2,4,4,3,1,2,21,42.5449736285336,2023
1,0,1,0,1,1,2,4,3,4,1,2,21,49.5323413143918,2023
2, , , ,1,1,2,4,3,3,1,2,21,42.5449736285336,2023
2, , , ,20,4,1,4,3,4,1,2,21,42.5449736285336,2023
2, , , ,1,1,2,3,3,2,1,2,21,42.5449736285336,2023
2, , , ,10,4,1,3,3,4,1,2,21,42.5449736285336,2023
2, , , ,50,4,1,2,3,3,1,2,21,42.5449736285336,2023
1,0,1,0,5,3,1,3,3,4,1,2,21,42.5449736285336,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,3,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,3,1,2,21,52.0221529966128,2023
2, , , ,1,1,2,4,3,3,1,2,21,52.0221529966128,2023
1,1,0,0,1,1,2,4,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,4,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,4,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,4,4,1,2,21,44.6835556044543,2023
1,0,0,1,1,1,2,4,4,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,3,2,2,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,4,3,1,2,21,44.6835556044543,2023
1,0,1,0,2,2,2,4,4,3,1,2,21,44.6835556044543,2023
1,0,1,0,1,1,2,4,4,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,3,2,3,1,2,21,44.6835556044543,2023
1,0,1,0,1,1,2,4,4,4,1,2,21,52.0221529966128,2023
2, , , ,1,1,2,3,2,2,1,2,21,44.6835556044543,2023
1,0,1,0,1,1,2,4,4,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,2,2,2,1,2,21,52.0221529966128,2023
2, , , ,1,1,2,3,3,2,1,2,21,52.0221529966128,2023
2, , , ,1,1,2,4,2,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,2,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,5,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,5,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,2,2,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,2,2,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,2,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,2,1,2,21,44.6835556044543,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.913799366175,2023
2, , , ,1,1,1,4,5,3,1,2,21,44.913799366175,2023
2, , , ,1,1,2,4,4,3,1,2,21,44.913799366175,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.913799366175,2023
2, , , ,1,1,2,3,3,3,1,2,21,44.913799366175,2023
2, , , ,1,1,2,4,3,3,1,2,21,44.913799366175,2023
1,0,1,0,1,1,2,3,3,4,1,2,21,47.2971285052244,2023
1,0,1,0,1,1,2,3,2,3,1,2,21,47.2971285052244,2023
1,0,1,0,1,1,2,4,4,3,1,2,21,47.2971285052244,2023
1,0,0,1,2,2,1,4,4,2,1,2,21,47.2971285052244,2023
2, , , ,1,1,2,4,4,2,1,2,21,47.2971285052244,2023
1,0,0,1,1,1,1,4,4,3,1,2,21,47.2971285052244,2023
1,0,0,1,2,2,1,4,3,2,1,2,21,47.2971285052244,2023
1,0,0,1,1,1,1,4,4,3,1,2,21,47.2971285052244,2023
1,0,1,0,1,1,2,3,4,3,1,2,21,45.1099158139084,2023
1,0,1,0,1,1,2,3,4,4,1,2,21,45.1099158139084,2023
1,0,1,0,1,1,2,4,4,3,1,2,21,45.1099158139084,2023
1,0,1,0,1,1,2,4,3,3,1,2,21,52.5185364143565,2023
1,0,1,0,1,1,2,3,3,3,1,2,21,45.1099158139084,2023
1,0,1,0,1,1,2,4,3,4,1,2,21,52.5185364143565,2023
1,0,1,0,1,1,2,3,3,4,1,2,21,45.1099158139084,2023
2, , , ,1,1,2,3,3,3,1,2,21,52.5185364143565,2023
1,0,1,0,1,1,2,4,4,4,1,2,21,45.1099158139084,2023
1,0,0,1,1,1,2,5,4,5,1,2,21,45.1099158139084,2023
2, , , ,1,1,2,4,4,4,1,2,21,45.1099158139084,2023
2, , , ,1,1,2,3,3,3,1,2,21,45.1099158139084,2023
1,0,0,1,1,1,2,5,5,5,1,2,21,45.1099158139084,2023
1,0,1,1,1,1,2,4,4,2,1,2,21,45.1099158139084,2023
1,0,1,0,1,1,2,3,3,3,1,2,21,45.1099158139084,2023
1,0,1,0,1,1,2,4,3,4,1,2,21,48.8572375040139,2023
1,0,1,0,1,1,2,4,5,5,1,2,21,41.9651045359999,2023
2, , , ,3,2,1,3,4,3,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,5,2,4,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,5,2,4,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,5,3,4,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,5,2,4,1,2,21,46.7571598509191,2023
1,1,0,0,1,1,2,4,2,4,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,4,3,4,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,4,2,4,1,2,21,46.7571598509191,2023
1,0,1,0,5,3,1,4,4,5,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,5,4,5,1,2,21,46.7571598509191,2023
1,0,1,0,1,1,2,3,3,2,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,4,3,3,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,4,4,4,1,2,21,46.7571598509191,2023
2, , , ,1,1,2,4,3,3,1,2,21,46.7571598509191,2023
2, , , ,1,1,1,3,3,4,1,2,21,46.7571598509191,2023
2, , , ,1,1,1,4,3,3,1,2,21,46.7571598509191,2023
2, , , ,1,1,1,4,3,3,1,2,21,46.7571598509191,2023
